proba_0	proba_1
0.0	1.0
0.81872640549766	0.18127359450233999
0.6123076923076922	0.38769230769230767
0.3374085311440302	0.6625914688559699
0.81872640549766	0.18127359450233999
0.7010568696527428	0.2989431303472572
0.6123076923076922	0.38769230769230767
0.4456886898096305	0.5543113101903695
0.81872640549766	0.18127359450233999
0.14347512617159336	0.8565248738284067
0.81872640549766	0.18127359450233999
0.81872640549766	0.18127359450233999
0.0	1.0
0.40120967741935487	0.5987903225806452
0.81872640549766	0.18127359450233999
0.4456886898096305	0.5543113101903695
0.3087664856477889	0.691233514352211
0.3374085311440302	0.6625914688559699
0.81872640549766	0.18127359450233999
0.4456886898096305	0.5543113101903695
0.2867435158501441	0.713256484149856
0.81872640549766	0.18127359450233999
0.3087664856477889	0.691233514352211
0.6123076923076922	0.38769230769230767
0.0	1.0
0.3374085311440302	0.6625914688559699
0.81872640549766	0.18127359450233999
0.81872640549766	0.18127359450233999
0.81872640549766	0.18127359450233999
0.81872640549766	0.18127359450233999
0.7010568696527428	0.2989431303472572
0.0	1.0
0.81872640549766	0.18127359450233999
0.81872640549766	0.18127359450233999
0.3374085311440302	0.6625914688559699
0.81872640549766	0.18127359450233999
0.81872640549766	0.18127359450233999
0.14347512617159336	0.8565248738284067
0.81872640549766	0.18127359450233999
0.3374085311440302	0.6625914688559699
0.0	1.0
0.0	1.0
0.0	1.0
0.2867435158501441	0.713256484149856
0.3374085311440302	0.6625914688559699
0.0	1.0
0.0	1.0
0.0	1.0
0.3087664856477889	0.691233514352211
0.81872640549766	0.18127359450233999
0.81872640549766	0.18127359450233999
0.7010568696527428	0.2989431303472572
0.81872640549766	0.18127359450233999
0.0	1.0
0.81872640549766	0.18127359450233999
0.81872640549766	0.18127359450233999
0.0	1.0
0.0	1.0
0.81872640549766	0.18127359450233999
0.0	1.0
0.81872640549766	0.18127359450233999
0.0	1.0
0.18256880733944952	0.8174311926605505
0.40120967741935487	0.5987903225806452
0.81872640549766	0.18127359450233999
0.6123076923076922	0.38769230769230767
0.81872640549766	0.18127359450233999
0.81872640549766	0.18127359450233999
0.6123076923076922	0.38769230769230767
0.3374085311440302	0.6625914688559699
0.81872640549766	0.18127359450233999
0.3374085311440302	0.6625914688559699
0.0	1.0
0.6123076923076922	0.38769230769230767
0.0	1.0
0.0	1.0
0.81872640549766	0.18127359450233999
0.3087664856477889	0.691233514352211
0.4557947778286761	0.5442052221713239
0.81872640549766	0.18127359450233999
0.0	1.0
0.0	1.0
0.6123076923076922	0.38769230769230767
0.43366929991827835	0.5663307000817217
0.81872640549766	0.18127359450233999
0.81872640549766	0.18127359450233999
0.3087664856477889	0.691233514352211
0.0	1.0
0.81872640549766	0.18127359450233999
0.6123076923076922	0.38769230769230767
0.2867435158501441	0.713256484149856
0.81872640549766	0.18127359450233999
0.3374085311440302	0.6625914688559699
0.6123076923076922	0.38769230769230767
0.81872640549766	0.18127359450233999
0.0	1.0
0.81872640549766	0.18127359450233999
0.2867435158501441	0.713256484149856
0.81872640549766	0.18127359450233999
0.81872640549766	0.18127359450233999
0.3374085311440302	0.6625914688559699
0.81872640549766	0.18127359450233999
0.0	1.0
0.6123076923076922	0.38769230769230767
0.81872640549766	0.18127359450233999
0.81872640549766	0.18127359450233999
0.81872640549766	0.18127359450233999
0.3374085311440302	0.6625914688559699
0.81872640549766	0.18127359450233999
0.81872640549766	0.18127359450233999
0.81872640549766	0.18127359450233999
0.7010568696527428	0.2989431303472572
0.4456886898096305	0.5543113101903695
0.81872640549766	0.18127359450233999
0.81872640549766	0.18127359450233999
0.81872640549766	0.18127359450233999
0.0	1.0
0.40120967741935487	0.5987903225806452
0.81872640549766	0.18127359450233999
0.6123076923076922	0.38769230769230767
0.81872640549766	0.18127359450233999
0.81872640549766	0.18127359450233999
0.0	1.0
0.81872640549766	0.18127359450233999
0.2867435158501441	0.713256484149856
1.0	0.0
0.81872640549766	0.18127359450233999
1.0	0.0
0.81872640549766	0.18127359450233999
0.14347512617159336	0.8565248738284067
