proba_0	proba_1
0.07402524773010999	0.92597475226989
0.8652341265130453	0.13476587348695468
0.37834560963867825	0.6216543903613218
0.2026375841761946	0.7973624158238054
0.7567687057747052	0.24323129422529483
0.7023790297490398	0.2976209702509603
0.17275355791420677	0.8272464420857932
0.45713913941063244	0.5428608605893676
0.8765125320382936	0.12348746796170643
0.15962435170154754	0.8403756482984525
0.8652341265130453	0.13476587348695468
0.8709008410164623	0.1290991589835377
0.17430203697638547	0.8256979630236145
0.8616813923857441	0.13831860761425582
0.9169958368804904	0.08300416311950964
0.5690930305743023	0.4309069694256977
0.8951824158377644	0.10481758416223558
0.30342878064005574	0.6965712193599443
0.8652341265130453	0.13476587348695468
0.40077872528801783	0.5992212747119822
0.7065438907684388	0.2934561092315612
0.764492508953407	0.23550749104659296
0.8390992315002546	0.1609007684997455
0.5203552799375633	0.4796447200624367
0.17430203697638547	0.8256979630236145
0.30342878064005574	0.6965712193599443
0.8765125320382936	0.12348746796170643
0.7567687057747052	0.24323129422529483
0.8709008410164623	0.1290991589835377
0.7657615212625525	0.23423847873744755
0.6273393312884424	0.37266066871155756
0.07402524773010999	0.92597475226989
0.7657615212625525	0.23423847873744755
0.764492508953407	0.23550749104659296
0.30342878064005574	0.6965712193599443
0.47325212512937775	0.5267478748706222
0.8426124487551446	0.15738755124485537
0.24633144809556873	0.7536685519044313
0.8652341265130453	0.13476587348695468
0.30342878064005574	0.6965712193599443
0.057034280998326414	0.9429657190016736
0.045043846101071816	0.9549561538989282
0.04909213801887735	0.9509078619811226
0.8053994989030464	0.19460050109695365
0.29307224516483554	0.7069277548351645
0.12246453187934914	0.8775354681206509
0.13741830071888328	0.8625816992811167
0.25689410905637244	0.7431058909436276
0.4418397947308872	0.5581602052691128
0.9169958368804904	0.08300416311950964
0.8817698083436027	0.11823019165639723
0.6388336715747707	0.36116632842522933
0.8709008410164623	0.1290991589835377
0.0432997702904927	0.9567002297095073
0.9169958368804904	0.08300416311950964
0.8652341265130453	0.13476587348695468
0.0854898875240595	0.9145101124759405
0.14029456024422005	0.85970543975578
0.8709008410164623	0.1290991589835377
0.42297779293858784	0.5770222070614122
0.8817698083436027	0.11823019165639723
0.16729431790947724	0.8327056820905228
0.17607781386647137	0.8239221861335286
0.838574617607974	0.16142538239202603
0.8765125320382936	0.12348746796170643
0.4100172240125012	0.5899827759874988
0.8652341265130453	0.13476587348695468
0.7567687057747052	0.24323129422529483
0.7312541332804889	0.26874586671951106
0.2714114102107349	0.7285885897892651
0.764492508953407	0.23550749104659296
0.4163541171296624	0.5836458828703376
0.11724498004215578	0.8827550199578442
0.6617418884220927	0.33825811157790736
0.1147781833134286	0.8852218166865714
0.054482902321618565	0.9455170976783814
0.9169958368804904	0.08300416311950964
0.7250296970674917	0.2749703029325083
0.36081832091996346	0.6391816790800365
0.8652341265130453	0.13476587348695468
0.0659553919113891	0.9340446080886109
0.08774808746027196	0.912251912539728
0.389810559739978	0.610189440260022
0.16539788843823244	0.8346021115617676
0.764492508953407	0.23550749104659296
0.8709008410164623	0.1290991589835377
0.8951824158377644	0.10481758416223558
0.14905589896182647	0.8509441010381735
0.9169958368804904	0.08300416311950964
0.556327167923996	0.44367283207600405
0.7063326521154019	0.29366734788459814
0.8765125320382936	0.12348746796170643
0.30342878064005574	0.6965712193599443
0.389810559739978	0.610189440260022
0.8817698083436027	0.11823019165639723
0.07402524773010999	0.92597475226989
0.8709008410164623	0.1290991589835377
0.7976905145423295	0.20230948545767047
0.8709008410164623	0.1290991589835377
0.7732853085996902	0.22671469140030978
0.29307224516483554	0.7069277548351645
0.8426124487551446	0.15738755124485537
0.22817853373798835	0.7718214662620116
0.5788605175438175	0.4211394824561825
0.8426124487551446	0.15738755124485537
0.8652341265130453	0.13476587348695468
0.8652341265130453	0.13476587348695468
0.29307224516483554	0.7069277548351645
0.7657615212625525	0.23423847873744755
0.7657615212625525	0.23423847873744755
0.8652341265130453	0.13476587348695468
0.7023790297490398	0.2976209702509603
0.7135586973335315	0.2864413026664685
0.8652341265130453	0.13476587348695468
0.8652341265130453	0.13476587348695468
0.9169958368804904	0.08300416311950964
0.06490470432209117	0.9350952956779088
0.8616813923857441	0.13831860761425582
0.7657615212625525	0.23423847873744755
0.4442952493203802	0.5557047506796198
0.8652341265130453	0.13476587348695468
0.9169958368804904	0.08300416311950964
0.07380831664467569	0.9261916833553243
0.8652341265130453	0.13476587348695468
0.15596343874276897	0.844036561257231
0.961295358031054	0.038704641968945915
0.764492508953407	0.23550749104659296
0.7984393311874027	0.2015606688125973
0.8709008410164623	0.1290991589835377
0.08762239179825104	0.912377608201749
